entry_id,redox_couple,oxidized_species,reduced_species,E0_V_vs_SHE,pH,temperature_K,oxidized_MP_ID,reduced_MP_ID,oxidized_spacegroup,reduced_spacegroup,oxidized_crystal_system,reduced_crystal_system,reference_DOI,half_reaction
257,Tetrachlorobenzoquinone/Chloranil,C6Cl4O2,C6Cl4(OH)2,0.99,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Tetrachlorobenzoquinone/Chloranil + 2H+ + 2e- -> reduced form
258,Tetrabromobenzoquinone/Bromanil,C6Br4O2,C6Br4(OH)2,0.91,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Tetrabromobenzoquinone/Bromanil + 2H+ + 2e- -> reduced form
259,"Tetrafluoro-1,4-benzoquinone/Tetrafluoro-1,4-hydroquinone",C6F4O2,C6F4(OH)2,0.95,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"Tetrafluoro-1,4-benzoquinone/Tetrafluoro-1,4-hydroquinone + 2H+ + 2e- -> reduced form"
260,2-Methoxybenzoquinone/2-Methoxyhydroquinone,C6H3(OCH3)O2,C6H3(OCH3)(OH)2,0.62,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Methoxybenzoquinone/2-Methoxyhydroquinone + 2H+ + 2e- -> reduced form
261,"2,5-Dimethoxybenzoquinone/2,5-Dimethoxyhydroquinone",C6H2(OCH3)2O2,C6H2(OCH3)2(OH)2,0.54,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2,5-Dimethoxybenzoquinone/2,5-Dimethoxyhydroquinone + 2H+ + 2e- -> reduced form"
262,"2-Nitro-1,4-benzoquinone/2-Nitro-1,4-hydroquinone",C6H3(NO2)O2,C6H3(NO2)(OH)2,0.71,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Nitro-1,4-benzoquinone/2-Nitro-1,4-hydroquinone + 2H+ + 2e- -> reduced form"
263,"2-Cyano-1,4-benzoquinone/2-Cyano-1,4-hydroquinone",C6H3(CN)O2,C6H3(CN)(OH)2,0.68,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Cyano-1,4-benzoquinone/2-Cyano-1,4-hydroquinone + 2H+ + 2e- -> reduced form"
264,"2-Acetyl-1,4-benzoquinone/2-Acetyl-1,4-hydroquinone",C6H3(COCH3)O2,C6H3(COCH3)(OH)2,0.65,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Acetyl-1,4-benzoquinone/2-Acetyl-1,4-hydroquinone + 2H+ + 2e- -> reduced form"
265,2-Methylanthraquinone/2-Methylanthrahydroquinone,C14H7(CH3)O2,C14H7(CH3)(OH)2,-0.13,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Methylanthraquinone/2-Methylanthrahydroquinone + 2H+ + 2e- -> reduced form
266,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone,C14H7(OH)O2,C14H7(OH)(OH)2,-0.05,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Hydroxyanthraquinone/2-Hydroxyanthrahydroquinone + 2H+ + 2e- -> reduced form
267,1-Aminoanthraquinone/1-Aminoanthrahydroquinone,C14H7(NH2)O2,C14H7(NH2)(OH)2,-0.1,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,1-Aminoanthraquinone/1-Aminoanthrahydroquinone + 2H+ + 2e- -> reduced form
268,2-Aminoanthraquinone/2-Aminoanthrahydroquinone,C14H7(NH2)O2,C14H7(NH2)(OH)2,-0.12,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Aminoanthraquinone/2-Aminoanthrahydroquinone + 2H+ + 2e- -> reduced form
269,"1,4-Diaminoanthraquinone/1,4-Diaminoanthrahydroquinone",C14H6(NH2)2O2,C14H6(NH2)2(OH)2,-0.2,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"1,4-Diaminoanthraquinone/1,4-Diaminoanthrahydroquinone + 2H+ + 2e- -> reduced form"
270,Alizarin/Alizarin-reduced,C14H6(OH)2O2,C14H6(OH)2(OH)2,-0.04,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Alizarin/Alizarin-reduced + 2H+ + 2e- -> reduced form
271,Quinizarin/Quinizarin-reduced,C14H6(OH)2O2,C14H6(OH)2(OH)2,-0.06,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Quinizarin/Quinizarin-reduced + 2H+ + 2e- -> reduced form
272,"1,5-Dichloroanthraquinone/1,5-Dichloroanthrahydroquinone",C14H6Cl2O2,C14H6Cl2(OH)2,0.1,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"1,5-Dichloroanthraquinone/1,5-Dichloroanthrahydroquinone + 2H+ + 2e- -> reduced form"
273,"2,6-Dihydroxyanthraquinone/2,6-Dihydroxyanthrahydroquinone",C14H6(OH)2O2,C14H6(OH)2(OH)2,-0.08,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2,6-Dihydroxyanthraquinone/2,6-Dihydroxyanthrahydroquinone + 2H+ + 2e- -> reduced form"
274,"5-Hydroxy-1,4-naphthoquinone/5-Hydroxy-1,4-naphthohydroquinone",C10H5(OH)O2,C10H5(OH)(OH)2,0.42,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"5-Hydroxy-1,4-naphthoquinone/5-Hydroxy-1,4-naphthohydroquinone + 2H+ + 2e- -> reduced form"
275,"5,8-Dihydroxy-1,4-naphthoquinone/5,8-Dihydroxy-1,4-naphthohydroquinone",C10H4(OH)2O2,C10H4(OH)2(OH)2,0.35,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"5,8-Dihydroxy-1,4-naphthoquinone/5,8-Dihydroxy-1,4-naphthohydroquinone + 2H+ + 2e- -> reduced form"
276,"2-Hydroxy-1,4-naphthoquinone(Lawsone)/Lawsone-reduced",C10H5(OH)O2,C10H5(OH)(OH)2,0.39,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Hydroxy-1,4-naphthoquinone(Lawsone)/Lawsone-reduced + 2H+ + 2e- -> reduced form"
277,"2-Amino-1,4-naphthoquinone/2-Amino-1,4-naphthohydroquinone",C10H5(NH2)O2,C10H5(NH2)(OH)2,0.35,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Amino-1,4-naphthoquinone/2-Amino-1,4-naphthohydroquinone + 2H+ + 2e- -> reduced form"
278,"2-Methyl-1,4-naphthoquinone(VitaminK3)/2-Methyl-1,4-naphthohydroquinone",C10H5(CH3)O2,C10H5(CH3)(OH)2,0.46,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2-Methyl-1,4-naphthoquinone(VitaminK3)/2-Methyl-1,4-naphthohydroquinone + 2H+ + 2e- -> reduced form"
279,"2,3-Dichloro-1,4-naphthoquinone/2,3-Dichloro-1,4-naphthohydroquinone",C10H4Cl2O2,C10H4Cl2(OH)2,0.55,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"2,3-Dichloro-1,4-naphthoquinone/2,3-Dichloro-1,4-naphthohydroquinone + 2H+ + 2e- -> reduced form"
280,"1,4-Benzoquinone-2-sulfonate/1,4-Hydroquinone-2-sulfonate",C6H3(SO3)O2,C6H3(SO3)(OH)2,0.63,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"1,4-Benzoquinone-2-sulfonate/1,4-Hydroquinone-2-sulfonate + 2H+ + 2e- -> reduced form"
281,"1,4-Naphthoquinone-2-sulfonate/1,4-Naphthohydroquinone-2-sulfonate",C10H5(SO3)O2,C10H5(SO3)(OH)2,0.46,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"1,4-Naphthoquinone-2-sulfonate/1,4-Naphthohydroquinone-2-sulfonate + 2H+ + 2e- -> reduced form"
282,Anthraquinone-2-sulfonate/Anthrahydroquinone-2-sulfonate,C14H7(SO3-)O2,C14H7(SO3-)(OH)2,-0.05,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Anthraquinone-2-sulfonate/Anthrahydroquinone-2-sulfonate + 2H+ + 2e- -> reduced form
283,"Anthraquinone-2,6-disulfonate/Anthrahydroquinone-2,6-disulfonate",C14H6(SO3-)2O2,C14H6(SO3-)2(OH)2,-0.07,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,"Anthraquinone-2,6-disulfonate/Anthrahydroquinone-2,6-disulfonate + 2H+ + 2e- -> reduced form"
284,Pyrroloquinolinequinone/Pyrroloquinolinehydroquinone,C14H6N2O8,C14H6N2O6H2,0.09,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Pyrroloquinolinequinone/Pyrroloquinolinehydroquinone + 2H+ + 2e- -> reduced form
285,Riboflavin/Dihydroriboflavin,C17H20N4O6,C17H20N4O6H2,-0.21,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Riboflavin/Dihydroriboflavin + 2H+ + 2e- -> reduced form
286,FAD/FADH2,C27H33N9O15P2,C27H33N9O15P2H2,-0.22,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,FAD/FADH2 + 2H+ + 2e- -> reduced form
287,NAD+/NADH,C21H27N7O14P2,C21H29N7O14P2,-0.32,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,NAD+/NADH + 2H+ + 2e- -> reduced form
288,NADP+/NADPH,C21H26N7O17P3,C21H28N7O17P3,-0.32,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,NADP+/NADPH + 2H+ + 2e- -> reduced form
289,Phylloquinone(VitaminK1)/Phylloquinol,C31H46O2,C31H46(OH)2,0.36,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Phylloquinone(VitaminK1)/Phylloquinol + 2H+ + 2e- -> reduced form
290,Ubiquinone/Ubiquinol,C59H90O4,C59H90(OH)4,0.1,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Ubiquinone/Ubiquinol + 2H+ + 2e- -> reduced form
291,Menaquinone/Menaquinol,C41H56O2,C41H56(OH)2,-0.07,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,Menaquinone/Menaquinol + 2H+ + 2e- -> reduced form
292,2-Hydroxy-3-methylbenzoquinone/2-Hydroxy-3-methylhydroquinone,C6H2(OH)(CH3)O2,C6H2(OH)(CH3)(OH)2,0.61,0.0,298.15,mp-6773,mp-6773,P2_1/c,P2_1/c,Monoclinic,Monoclinic,10.1038/s41597-022-01832-2,2-Hydroxy-3-methylbenzoquinone/2-Hydroxy-3-methylhydroquinone + 2H+ + 2e- -> reduced form
293,MnO4-/MnO2(pH7),MnO4-,MnO2,0.588,7.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH7) pH-dependent redox
294,MnO4-/MnO2(pH14),MnO4-,MnO2,0.588,14.0,298.15,mp-6773,mp-22526,Cmcm,P42/mnm,Orthorhombic,Tetragonal,10.1063/1.555839,MnO4-/MnO2(pH14) pH-dependent redox
295,Cr2O7(2-)/Cr(OH)3(pH7),Cr2O7(2-),Cr(OH)3,0.51,7.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr(OH)3(pH7) pH-dependent redox
296,Cr2O7(2-)/Cr(OH)3(pH14),Cr2O7(2-),Cr(OH)3,-0.13,14.0,298.15,mp-19317,mp-19317,R-3c,R-3c,Rhombohedral,Rhombohedral,10.1063/1.555839,Cr2O7(2-)/Cr(OH)3(pH14) pH-dependent redox
297,Fe3+/Fe2+(pH7),Fe3+,Fe2+,0.203,7.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH7) pH-dependent redox
298,Fe3+/Fe2+(pH2),Fe3+,Fe2+,0.771,2.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH2) pH-dependent redox
299,Fe3+/Fe2+(pH1),Fe3+,Fe2+,0.771,1.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+(pH1) pH-dependent redox
300,Cu2+/Cu+(pH7),Cu2+,Cu+,0.153,7.0,298.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+(pH7) pH-dependent redox
301,Cu2+/Cu+(pH1),Cu2+,Cu+,0.153,1.0,298.15,mp-19009,mp-1833,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu+(pH1) pH-dependent redox
302,O2/H2O(pH7),O2,H2O,0.816,7.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH7) pH-dependent redox
303,O2/H2O(pH14),O2,H2O,0.401,14.0,298.15,mp-12957,mp-69705,Cmca,P2_1/c,Orthorhombic,Monoclinic,10.1063/1.555839,O2/H2O(pH14) pH-dependent redox
304,H+/H2(pH7),H+,H2,-0.414,7.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH7) pH-dependent redox
305,H+/H2(pH14),H+,H2,-0.828,14.0,298.15,N/A,N/A,N/A,N/A,N/A,N/A,10.1063/1.555839,H+/H2(pH14) pH-dependent redox
306,Cl2/Cl-(pH7),Cl2,Cl-,1.36,7.0,298.15,mp-23153,mp-23208,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cl2/Cl-(pH7) pH-dependent redox
307,Br2/Br-(pH7),Br2,Br-,1.087,7.0,298.15,mp-23154,mp-23209,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Br2/Br-(pH7) pH-dependent redox
308,I2/I-(pH7),I2,I-,0.536,7.0,298.15,mp-23155,mp-23210,Cmca,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,I2/I-(pH7) pH-dependent redox
309,Fe(OH)3/Fe(OH)2(pH7),Fe(OH)3,Fe(OH)2,-0.56,7.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe(OH)3/Fe(OH)2(pH7) pH-dependent redox
310,Fe(OH)3/Fe(OH)2(pH14),Fe(OH)3,Fe(OH)2,-0.97,14.0,298.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe(OH)3/Fe(OH)2(pH14) pH-dependent redox
311,Co(OH)3/Co(OH)2(pH7),Co(OH)3,Co(OH)2,0.17,7.0,298.15,mp-19009,mp-19006,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Co(OH)3/Co(OH)2(pH7) pH-dependent redox
312,Co(OH)3/Co(OH)2(pH14),Co(OH)3,Co(OH)2,0.17,14.0,298.15,mp-19009,mp-19006,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Co(OH)3/Co(OH)2(pH14) pH-dependent redox
313,Ni(OH)3/Ni(OH)2(pH7),Ni(OH)3,Ni(OH)2,0.48,7.0,298.15,mp-19009,mp-19006,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Ni(OH)3/Ni(OH)2(pH7) pH-dependent redox
314,Ni(OH)3/Ni(OH)2(pH14),Ni(OH)3,Ni(OH)2,0.48,14.0,298.15,mp-19009,mp-19006,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Ni(OH)3/Ni(OH)2(pH14) pH-dependent redox
315,MnO2/Mn2O3(pH7),MnO2,Mn2O3,0.15,7.0,298.15,mp-22526,mp-19017,P42/mnm,R-3c,Tetragonal,Rhombohedral,10.1063/1.555839,MnO2/Mn2O3(pH7) pH-dependent redox
316,MnO2/Mn2O3(pH14),MnO2,Mn2O3,-0.2,14.0,298.15,mp-22526,mp-19017,P42/mnm,R-3c,Tetragonal,Rhombohedral,10.1063/1.555839,MnO2/Mn2O3(pH14) pH-dependent redox
317,Ag2O/Ag(pH7),Ag2O,Ag,0.342,7.0,298.15,mp-124,mp-124,Pn-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag2O/Ag(pH7) pH-dependent redox
318,Ag2O/Ag(pH14),Ag2O,Ag,0.342,14.0,298.15,mp-124,mp-124,Pn-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag2O/Ag(pH14) pH-dependent redox
319,HgO/Hg(pH7),HgO,Hg,0.098,7.0,298.15,mp-1519,mp-1519,Pnma,R-3m,Orthorhombic,Rhombohedral,10.1063/1.555839,HgO/Hg(pH7) pH-dependent redox
320,HgO/Hg(pH14),HgO,Hg,0.098,14.0,298.15,mp-1519,mp-1519,Pnma,R-3m,Orthorhombic,Rhombohedral,10.1063/1.555839,HgO/Hg(pH14) pH-dependent redox
321,PbO2/PbO(pH7),PbO2,PbO,0.248,7.0,298.15,mp-20529,mp-20529,P4_2/mnm,P4_2/mnm,Tetragonal,Tetragonal,10.1063/1.555839,PbO2/PbO(pH7) pH-dependent redox
322,PbO2/PbO(pH14),PbO2,PbO,0.248,14.0,298.15,mp-20529,mp-20529,P4_2/mnm,P4_2/mnm,Tetragonal,Tetragonal,10.1063/1.555839,PbO2/PbO(pH14) pH-dependent redox
323,Co3O4/CoO(pH7),Co3O4,CoO,0.53,7.0,298.15,mp-18712,mp-19006,Fd-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Co3O4/CoO(pH7) pH-dependent redox
324,Co3O4/CoO(pH14),Co3O4,CoO,0.53,14.0,298.15,mp-18712,mp-19006,Fd-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Co3O4/CoO(pH14) pH-dependent redox
325,Cu2O/Cu(pH7),Cu2O,Cu,0.36,7.0,298.15,mp-554,mp-30,Pn-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Cu2O/Cu(pH7) pH-dependent redox
326,Cu2O/Cu(pH14),Cu2O,Cu,0.36,14.0,298.15,mp-554,mp-30,Pn-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Cu2O/Cu(pH14) pH-dependent redox
327,Fe3O4/Fe(pH7),Fe3O4,Fe,-0.44,7.0,298.15,mp-19306,mp-13,Fd-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe3O4/Fe(pH7) pH-dependent redox
328,Fe3O4/Fe(pH14),Fe3O4,Fe,-0.85,14.0,298.15,mp-19306,mp-13,Fd-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,Fe3O4/Fe(pH14) pH-dependent redox
329,ZnO/Zn(pH7),ZnO,Zn,-0.762,7.0,298.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,ZnO/Zn(pH7) pH-dependent redox
330,ZnO/Zn(pH14),ZnO,Zn,-1.26,14.0,298.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,ZnO/Zn(pH14) pH-dependent redox
331,CdO/Cd(pH7),CdO,Cd,-0.403,7.0,298.15,mp-1519,mp-1519,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,CdO/Cd(pH7) pH-dependent redox
332,CdO/Cd(pH14),CdO,Cd,-0.9,14.0,298.15,mp-1519,mp-1519,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,CdO/Cd(pH14) pH-dependent redox
333,Al2O3/Al(pH7),Al2O3,Al,-1.662,7.0,298.15,mp-2664,mp-134,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Al2O3/Al(pH7) pH-dependent redox
334,Al2O3/Al(pH14),Al2O3,Al,-2.31,14.0,298.15,mp-2664,mp-134,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Al2O3/Al(pH14) pH-dependent redox
335,MgO/Mg(pH7),MgO,Mg,-2.372,7.0,298.15,mp-1265,mp-1104,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,MgO/Mg(pH7) pH-dependent redox
336,MgO/Mg(pH14),MgO,Mg,-2.97,14.0,298.15,mp-1265,mp-1104,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,MgO/Mg(pH14) pH-dependent redox
337,CaO/Ca(pH7),CaO,Ca,-2.868,7.0,298.15,mp-2605,mp-1018,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,CaO/Ca(pH7) pH-dependent redox
338,CaO/Ca(pH14),CaO,Ca,-3.46,14.0,298.15,mp-2605,mp-1018,Fm-3m,Im-3m,Cubic,Cubic,10.1063/1.555839,CaO/Ca(pH14) pH-dependent redox
339,Fe3+/Fe2+(T=273K),Fe3+,Fe2+,0.772,0.0,273.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+ at T=273K
340,Fe3+/Fe2+(T=323K),Fe3+,Fe2+,0.77,0.0,323.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+ at T=323K
341,Fe3+/Fe2+(T=348K),Fe3+,Fe2+,0.768,0.0,348.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+ at T=348K
342,Fe3+/Fe2+(T=373K),Fe3+,Fe2+,0.767,0.0,373.15,mp-19770,mp-19006,R-3c,Fm-3m,Rhombohedral,Cubic,10.1063/1.555839,Fe3+/Fe2+ at T=373K
343,Cu2+/Cu(T=273K),Cu2+,Cu,0.344,0.0,273.15,mp-19009,mp-30,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu at T=273K
344,Cu2+/Cu(T=323K),Cu2+,Cu,0.34,0.0,323.15,mp-19009,mp-30,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu at T=323K
345,Cu2+/Cu(T=348K),Cu2+,Cu,0.338,0.0,348.15,mp-19009,mp-30,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu at T=348K
346,Cu2+/Cu(T=373K),Cu2+,Cu,0.337,0.0,373.15,mp-19009,mp-30,Pnma,Fm-3m,Orthorhombic,Cubic,10.1063/1.555839,Cu2+/Cu at T=373K
347,Zn2+/Zn(T=273K),Zn2+,Zn,-0.759,0.0,273.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Zn2+/Zn at T=273K
348,Zn2+/Zn(T=323K),Zn2+,Zn,-0.765,0.0,323.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Zn2+/Zn at T=323K
349,Zn2+/Zn(T=348K),Zn2+,Zn,-0.767,0.0,348.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Zn2+/Zn at T=348K
350,Zn2+/Zn(T=373K),Zn2+,Zn,-0.77,0.0,373.15,mp-2133,mp-794,P63mc,P63/mmc,Hexagonal,Hexagonal,10.1063/1.555839,Zn2+/Zn at T=373K
351,Ag+/Ag(T=273K),Ag+,Ag,0.801,0.0,273.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag at T=273K
352,Ag+/Ag(T=323K),Ag+,Ag,0.797,0.0,323.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag at T=323K
353,Ag+/Ag(T=348K),Ag+,Ag,0.794,0.0,348.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag at T=348K
354,Ag+/Ag(T=373K),Ag+,Ag,0.792,0.0,373.15,mp-124,mp-124,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ag+/Ag at T=373K
355,Ni2+/Ni(T=273K),Ni2+,Ni,-0.255,0.0,273.15,mp-1024,mp-23,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ni2+/Ni at T=273K
356,Ni2+/Ni(T=323K),Ni2+,Ni,-0.259,0.0,323.15,mp-1024,mp-23,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ni2+/Ni at T=323K
357,Ni2+/Ni(T=348K),Ni2+,Ni,-0.26,0.0,348.15,mp-1024,mp-23,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ni2+/Ni at T=348K
358,Ni2+/Ni(T=373K),Ni2+,Ni,-0.262,0.0,373.15,mp-1024,mp-23,Fm-3m,Fm-3m,Cubic,Cubic,10.1063/1.555839,Ni2+/Ni at T=373K
359,Co2+/Co(T=273K),Co2+,Co,-0.278,0.0,273.15,mp-1024,mp-54,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Co2+/Co at T=273K
360,Co2+/Co(T=323K),Co2+,Co,-0.282,0.0,323.15,mp-1024,mp-54,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Co2+/Co at T=323K
361,Co2+/Co(T=348K),Co2+,Co,-0.283,0.0,348.15,mp-1024,mp-54,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Co2+/Co at T=348K
362,Co2+/Co(T=373K),Co2+,Co,-0.285,0.0,373.15,mp-1024,mp-54,Fm-3m,P63/mmc,Cubic,Hexagonal,10.1063/1.555839,Co2+/Co at T=373K
